"Site","SamplingDate","PlantYr","Nrate","Block","Plot","DryBM.Mg.ha.","Nrate.IS","Wp","GrowingSeason","GS","StandAge","GS.Age.ID","GS.Age.Wp.ID","Location"
"Sorenson",2019-12-10,"2015 PlantYear",300,"II",29,23.17532609,336,"II 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpII 2015","Central Iowa"
"Sorenson",2019-12-10,"2015 PlantYear",200,"II",30,20.56275,224,"II 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpII 2015","Central Iowa"
"Sorenson",2019-12-10,"2015 PlantYear",100,"III",41,17.28275305,112,"III 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpIII 2015","Central Iowa"
"Sorenson",2019-12-10,"2015 PlantYear",300,"III",42,19.28735143,336,"III 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpIII 2015","Central Iowa"
"Sorenson",2019-12-10,"2015 PlantYear",200,"III",43,20.02094595,224,"III 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpIII 2015","Central Iowa"
"Sorenson",2019-12-10,"2015 PlantYear",0,"III",44,20.0666747,0,"III 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpIII 2015","Central Iowa"
"Sorenson",2019-12-10,"2015 PlantYear",400,"III",45,21.82916129,448,"III 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpIII 2015","Central Iowa"
"Sorenson",2019-12-10,"2015 PlantYear",300,"IV",51,17.85298413,336,"IV 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpIV 2015","Central Iowa"
"Sorenson",2019-12-10,"2015 PlantYear",100,"IV",52,24.04375796,112,"IV 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpIV 2015","Central Iowa"
"Sorenson",2019-12-10,"2015 PlantYear",400,"IV",53,20.57415663,448,"IV 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpIV 2015","Central Iowa"
"Sorenson",2019-12-10,"2015 PlantYear",200,"IV",54,18.21103681,224,"IV 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpIV 2015","Central Iowa"
"Sorenson",2019-12-10,"2015 PlantYear",0,"IV",55,20.82833939,0,"IV 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpIV 2015","Central Iowa"
"Sorenson",2019-12-10,"2016 PlantYear",100,"I",10,28.95669492,112,"I 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpI 2016","Central Iowa"
"Sorenson",2019-12-10,"2016 PlantYear",400,"I",6,34.17633929,448,"I 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpI 2016","Central Iowa"
"Sorenson",2019-12-10,"2016 PlantYear",0,"I",7,17.74590517,0,"I 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpI 2016","Central Iowa"
"Sorenson",2019-12-10,"2016 PlantYear",300,"I",8,32.9435,336,"I 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpI 2016","Central Iowa"
"Sorenson",2019-12-10,"2016 PlantYear",200,"I",9,23.26557225,224,"I 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpI 2016","Central Iowa"
"Sorenson",2019-12-10,"2016 PlantYear",100,"II",16,32.87678613,112,"II 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpII 2016","Central Iowa"
"Sorenson",2019-12-10,"2016 PlantYear",400,"II",17,22.71050305,448,"II 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpII 2016","Central Iowa"
"Sorenson",2019-12-10,"2016 PlantYear",200,"II",18,18.45380495,224,"II 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpII 2016","Central Iowa"
"Sorenson",2019-12-10,"2016 PlantYear",0,"II",19,22.45833966,0,"II 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpII 2016","Central Iowa"
"Sorenson",2019-12-10,"2016 PlantYear",300,"II",20,24.26416176,336,"II 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpII 2016","Central Iowa"
"Sorenson",2019-12-10,"2016 PlantYear",100,"III",36,19.15746835,112,"III 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpIII 2016","Central Iowa"
"Sorenson",2019-12-10,"2016 PlantYear",400,"III",37,18.60003871,448,"III 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpIII 2016","Central Iowa"
"Sorenson",2019-12-10,"2016 PlantYear",300,"III",38,22.92387283,336,"III 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpIII 2016","Central Iowa"
"Sorenson",2019-12-10,"2016 PlantYear",0,"III",39,25.29465094,0,"III 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpIII 2016","Central Iowa"
"Sorenson",2019-12-10,"2016 PlantYear",200,"III",40,25.58388663,224,"III 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpIII 2016","Central Iowa"
"Sorenson",2019-12-10,"2016 PlantYear",0,"IV",56,9.831741722,0,"IV 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpIV 2016","Central Iowa"
"Sorenson",2019-12-10,"2016 PlantYear",300,"IV",57,29.48368883,336,"IV 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpIV 2016","Central Iowa"
"Sorenson",2019-12-10,"2016 PlantYear",400,"IV",58,23.91552778,448,"IV 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpIV 2016","Central Iowa"
"Sorenson",2019-12-10,"2016 PlantYear",100,"IV",59,22.89340385,112,"IV 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpIV 2016","Central Iowa"
"Sorenson",2019-12-10,"2016 PlantYear",200,"IV",60,21.40780387,224,"IV 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpIV 2016","Central Iowa"
"Sorenson",2019-12-10,"2017 PlantYear",300,"I",11,20.67642988,336,"I 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpI 2017","Central Iowa"
"Sorenson",2019-12-10,"2017 PlantYear",200,"I",12,36.3897486,224,"I 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpI 2017","Central Iowa"
"Sorenson",2019-12-10,"2017 PlantYear",400,"I",13,31.14088158,448,"I 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpI 2017","Central Iowa"
"Sorenson",2019-12-10,"2017 PlantYear",0,"I",14,16.99114286,0,"I 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpI 2017","Central Iowa"
"Sorenson",2019-12-10,"2017 PlantYear",100,"I",15,18.11723077,112,"I 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpI 2017","Central Iowa"
"Sorenson",2019-12-10,"2017 PlantYear",300,"II",21,22.899225,336,"II 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpII 2017","Central Iowa"
"Sorenson",2019-12-10,"2017 PlantYear",400,"II",22,26.84481988,448,"II 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpII 2017","Central Iowa"
"Sorenson",2019-12-10,"2017 PlantYear",100,"II",23,21.32242105,112,"II 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpII 2017","Central Iowa"
"Sorenson",2019-12-10,"2017 PlantYear",0,"II",24,23.05865909,0,"II 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpII 2017","Central Iowa"
"Sorenson",2019-12-10,"2017 PlantYear",200,"II",25,19.77602571,224,"II 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpII 2017","Central Iowa"
"Sorenson",2019-12-10,"2017 PlantYear",100,"III",31,29.49625444,112,"III 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpIII 2017","Central Iowa"
"Sorenson",2019-12-10,"2017 PlantYear",300,"III",32,30.3858,336,"III 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpIII 2017","Central Iowa"
"Sorenson",2019-12-10,"2017 PlantYear",200,"III",33,25.59282768,224,"III 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpIII 2017","Central Iowa"
"Sorenson",2019-12-10,"2017 PlantYear",400,"III",34,29.610875,448,"III 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpIII 2017","Central Iowa"
"Sorenson",2019-12-10,"2017 PlantYear",0,"III",35,28.35376627,0,"III 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpIII 2017","Central Iowa"
"Sorenson",2019-12-10,"2017 PlantYear",0,"IV",46,21.24621839,0,"IV 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpIV 2017","Central Iowa"
"Sorenson",2019-12-10,"2017 PlantYear",300,"IV",47,21.94962712,336,"IV 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpIV 2017","Central Iowa"
"Sorenson",2019-12-10,"2017 PlantYear",400,"IV",48,23.01504706,448,"IV 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpIV 2017","Central Iowa"
"Sorenson",2019-12-10,"2017 PlantYear",100,"IV",49,25.08,112,"IV 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpIV 2017","Central Iowa"
"Sorenson",2019-12-10,"2017 PlantYear",200,"IV",50,20.88278182,224,"IV 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpIV 2017","Central Iowa"
"SERF",2019-12-12,"2015 PlantYear",100,"I",1,28.72331534,112,"I 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpI 2015","SE Iowa"
"SERF",2019-12-12,"2015 PlantYear",300,"I",2,22.52857229,336,"I 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpI 2015","SE Iowa"
"SERF",2019-12-12,"2015 PlantYear",400,"I",3,NA,448,"I 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpI 2015","SE Iowa"
"SERF",2019-12-12,"2015 PlantYear",0,"I",4,21.94759551,0,"I 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpI 2015","SE Iowa"
"SERF",2019-12-12,"2015 PlantYear",200,"I",5,25.89526257,224,"I 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpI 2015","SE Iowa"
"SERF",2019-12-12,"2015 PlantYear",100,"II",26,20.19781356,112,"II 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpII 2015","SE Iowa"
"SERF",2019-12-12,"2015 PlantYear",400,"II",27,20.28721637,448,"II 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpII 2015","SE Iowa"
"SERF",2019-12-12,"2015 PlantYear",0,"II",28,12.73525,0,"II 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpII 2015","SE Iowa"
"SERF",2019-12-12,"2015 PlantYear",300,"II",29,20.64665179,336,"II 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpII 2015","SE Iowa"
"SERF",2019-12-12,"2015 PlantYear",200,"II",30,15.19708807,224,"II 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpII 2015","SE Iowa"
"SERF",2019-12-12,"2015 PlantYear",100,"III",41,14.00090805,112,"III 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpIII 2015","SE Iowa"
"SERF",2019-12-12,"2015 PlantYear",300,"III",42,15.86731714,336,"III 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpIII 2015","SE Iowa"
"SERF",2019-12-12,"2015 PlantYear",200,"III",43,18.89948603,224,"III 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpIII 2015","SE Iowa"
"SERF",2019-12-12,"2015 PlantYear",0,"III",44,22.9979513,0,"III 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpIII 2015","SE Iowa"
"SERF",2019-12-12,"2015 PlantYear",400,"III",45,21.80458025,448,"III 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpIII 2015","SE Iowa"
"SERF",2019-12-12,"2015 PlantYear",300,"IV",51,11.17804595,336,"IV 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpIV 2015","SE Iowa"
"SERF",2019-12-12,"2015 PlantYear",100,"IV",52,12.59206417,112,"IV 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpIV 2015","SE Iowa"
"SERF",2019-12-12,"2015 PlantYear",400,"IV",53,19.67154098,448,"IV 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpIV 2015","SE Iowa"
"SERF",2019-12-12,"2015 PlantYear",200,"IV",54,20.13361813,224,"IV 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpIV 2015","SE Iowa"
"SERF",2019-12-12,"2015 PlantYear",0,"IV",55,18.03214407,0,"IV 2015","2019 GrowingSeason","2019 GS","5 yr old","2019 GS - 5 yr old","2019 GS - 5 yr old x WpIV 2015","SE Iowa"
"SERF",2019-12-12,"2016 PlantYear",100,"I",10,25.01794565,112,"I 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpI 2016","SE Iowa"
"SERF",2019-12-12,"2016 PlantYear",400,"I",6,24.51803226,448,"I 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpI 2016","SE Iowa"
"SERF",2019-12-12,"2016 PlantYear",0,"I",7,21.948,0,"I 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpI 2016","SE Iowa"
"SERF",2019-12-12,"2016 PlantYear",300,"I",8,28.93956,336,"I 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpI 2016","SE Iowa"
"SERF",2019-12-12,"2016 PlantYear",200,"I",9,20.23577083,224,"I 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpI 2016","SE Iowa"
"SERF",2019-12-12,"2016 PlantYear",100,"II",16,24.69329245,112,"II 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpII 2016","SE Iowa"
"SERF",2019-12-12,"2016 PlantYear",400,"II",17,32.63057181,448,"II 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpII 2016","SE Iowa"
"SERF",2019-12-12,"2016 PlantYear",200,"II",18,22.92273529,224,"II 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpII 2016","SE Iowa"
"SERF",2019-12-12,"2016 PlantYear",0,"II",19,21.44549133,0,"II 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpII 2016","SE Iowa"
"SERF",2019-12-12,"2016 PlantYear",300,"II",20,27.22253514,336,"II 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpII 2016","SE Iowa"
"SERF",2019-12-12,"2016 PlantYear",100,"III",36,30.30983051,112,"III 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpIII 2016","SE Iowa"
"SERF",2019-12-12,"2016 PlantYear",400,"III",37,21.1002381,448,"III 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpIII 2016","SE Iowa"
"SERF",2019-12-12,"2016 PlantYear",300,"III",38,31.41011538,336,"III 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpIII 2016","SE Iowa"
"SERF",2019-12-12,"2016 PlantYear",0,"III",39,19.80697866,0,"III 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpIII 2016","SE Iowa"
"SERF",2019-12-12,"2016 PlantYear",200,"III",40,24.94641768,224,"III 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpIII 2016","SE Iowa"
"SERF",2019-12-12,"2016 PlantYear",0,"IV",56,18.44583333,0,"IV 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpIV 2016","SE Iowa"
"SERF",2019-12-12,"2016 PlantYear",300,"IV",57,18.9384086,336,"IV 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpIV 2016","SE Iowa"
"SERF",2019-12-12,"2016 PlantYear",400,"IV",58,23.88284393,448,"IV 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpIV 2016","SE Iowa"
"SERF",2019-12-12,"2016 PlantYear",100,"IV",59,23.96606923,112,"IV 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpIV 2016","SE Iowa"
"SERF",2019-12-12,"2016 PlantYear",200,"IV",60,16.8328481,224,"IV 2016","2019 GrowingSeason","2019 GS","4 yr old","2019 GS - 4 yr old","2019 GS - 4 yr old x WpIV 2016","SE Iowa"
"SERF",2019-12-12,"2017 PlantYear",300,"I",11,25.09127193,336,"I 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpI 2017","SE Iowa"
"SERF",2019-12-12,"2017 PlantYear",200,"I",12,16.79185577,224,"I 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpI 2017","SE Iowa"
"SERF",2019-12-12,"2017 PlantYear",400,"I",13,26.46743478,448,"I 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpI 2017","SE Iowa"
"SERF",2019-12-12,"2017 PlantYear",0,"I",14,22.53757895,0,"I 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpI 2017","SE Iowa"
"SERF",2019-12-12,"2017 PlantYear",100,"I",15,22.98298266,112,"I 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpI 2017","SE Iowa"
"SERF",2019-12-12,"2017 PlantYear",300,"II",21,31.87569602,336,"II 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpII 2017","SE Iowa"
"SERF",2019-12-12,"2017 PlantYear",400,"II",22,27.73752134,448,"II 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpII 2017","SE Iowa"
"SERF",2019-12-12,"2017 PlantYear",100,"II",23,23.81071646,112,"II 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpII 2017","SE Iowa"
"SERF",2019-12-12,"2017 PlantYear",0,"II",24,20.3983141,0,"II 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpII 2017","SE Iowa"
"SERF",2019-12-12,"2017 PlantYear",200,"II",25,18.49421656,224,"II 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpII 2017","SE Iowa"
"SERF",2019-12-12,"2017 PlantYear",100,"III",31,23.55095858,112,"III 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpIII 2017","SE Iowa"
"SERF",2019-12-12,"2017 PlantYear",300,"III",32,24.07794817,336,"III 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpIII 2017","SE Iowa"
"SERF",2019-12-12,"2017 PlantYear",200,"III",33,23.10564286,224,"III 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpIII 2017","SE Iowa"
"SERF",2019-12-12,"2017 PlantYear",400,"III",34,25.42392722,448,"III 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpIII 2017","SE Iowa"
"SERF",2019-12-12,"2017 PlantYear",0,"III",35,20.76069079,0,"III 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpIII 2017","SE Iowa"
"SERF",2019-12-12,"2017 PlantYear",0,"IV",46,21.52865323,0,"IV 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpIV 2017","SE Iowa"
"SERF",2019-12-12,"2017 PlantYear",300,"IV",47,21.93502924,336,"IV 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpIV 2017","SE Iowa"
"SERF",2019-12-12,"2017 PlantYear",400,"IV",48,20.88919753,448,"IV 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpIV 2017","SE Iowa"
"SERF",2019-12-12,"2017 PlantYear",100,"IV",49,18.80960294,112,"IV 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpIV 2017","SE Iowa"
"SERF",2019-12-12,"2017 PlantYear",200,"IV",50,25.1385092,224,"IV 2017","2019 GrowingSeason","2019 GS","3 yr old","2019 GS - 3 yr old","2019 GS - 3 yr old x WpIV 2017","SE Iowa"
"Sorenson",2020-11-17,"2015 PlantYear",100,"I",1,10.72277492,112,"I 2015","2020 GrowingSeason","2020 GS","6 yr old","2020 GS - 6 yr old","2020 GS - 6 yr old x WpI 2015","Central Iowa"
"Sorenson",2020-11-17,"2015 PlantYear",300,"I",2,19.89108736,336,"I 2015","2020 GrowingSeason","2020 GS","6 yr old","2020 GS - 6 yr old","2020 GS - 6 yr old x WpI 2015","Central Iowa"
"Sorenson",2020-11-17,"2015 PlantYear",400,"I",3,23.06159939,448,"I 2015","2020 GrowingSeason","2020 GS","6 yr old","2020 GS - 6 yr old","2020 GS - 6 yr old x WpI 2015","Central Iowa"
"Sorenson",2020-11-17,"2015 PlantYear",0,"I",4,8.728729182,0,"I 2015","2020 GrowingSeason","2020 GS","6 yr old","2020 GS - 6 yr old","2020 GS - 6 yr old x WpI 2015","Central Iowa"
"Sorenson",2020-11-17,"2015 PlantYear",200,"I",5,14.00303031,224,"I 2015","2020 GrowingSeason","2020 GS","6 yr old","2020 GS - 6 yr old","2020 GS - 6 yr old x WpI 2015","Central Iowa"
"Sorenson",2020-11-17,"2015 PlantYear",100,"II",26,16.00307065,112,"II 2015","2020 GrowingSeason","2020 GS","6 yr old","2020 GS - 6 yr old","2020 GS - 6 yr old x WpII 2015","Central Iowa"
"Sorenson",2020-11-17,"2015 PlantYear",400,"II",27,18.9456778,448,"II 2015","2020 GrowingSeason","2020 GS","6 yr old","2020 GS - 6 yr old","2020 GS - 6 yr old x WpII 2015","Central Iowa"
"Sorenson",2020-11-17,"2015 PlantYear",0,"II",28,14.09561214,0,"II 2015","2020 GrowingSeason","2020 GS","6 yr old","2020 GS - 6 yr old","2020 GS - 6 yr old x WpII 2015","Central Iowa"
"Sorenson",2020-11-17,"2015 PlantYear",300,"II",29,17.02669051,336,"II 2015","2020 GrowingSeason","2020 GS","6 yr old","2020 GS - 6 yr old","2020 GS - 6 yr old x WpII 2015","Central Iowa"
"Sorenson",2020-11-17,"2015 PlantYear",200,"II",30,20.60636364,224,"II 2015","2020 GrowingSeason","2020 GS","6 yr old","2020 GS - 6 yr old","2020 GS - 6 yr old x WpII 2015","Central Iowa"
"Sorenson",2020-11-17,"2015 PlantYear",100,"III",41,10.52879698,112,"III 2015","2020 GrowingSeason","2020 GS","6 yr old","2020 GS - 6 yr old","2020 GS - 6 yr old x WpIII 2015","Central Iowa"
"Sorenson",2020-11-17,"2015 PlantYear",300,"III",42,13.56370744,336,"III 2015","2020 GrowingSeason","2020 GS","6 yr old","2020 GS - 6 yr old","2020 GS - 6 yr old x WpIII 2015","Central Iowa"
"Sorenson",2020-11-17,"2015 PlantYear",200,"III",43,15.7604028,224,"III 2015","2020 GrowingSeason","2020 GS","6 yr old","2020 GS - 6 yr old","2020 GS - 6 yr old x WpIII 2015","Central Iowa"
"Sorenson",2020-11-17,"2015 PlantYear",0,"III",44,9.211926354,0,"III 2015","2020 GrowingSeason","2020 GS","6 yr old","2020 GS - 6 yr old","2020 GS - 6 yr old x WpIII 2015","Central Iowa"
"Sorenson",2020-11-17,"2015 PlantYear",400,"III",45,19.83779189,448,"III 2015","2020 GrowingSeason","2020 GS","6 yr old","2020 GS - 6 yr old","2020 GS - 6 yr old x WpIII 2015","Central Iowa"
